gene,drug_PRL
205518_s_at,12272
205519_at,18336
205520_at,17985
205521_at,17724
205522_at,1892
205523_at,1303
205524_s_at,10378
205525_at,305
205526_s_at,19204
205527_s_at,18299
205528_s_at,885
205529_s_at,14046
205530_at,16422
205531_s_at,11909
205532_s_at,11974
205533_s_at,5754
205534_at,18747
205535_s_at,12300
205536_at,4827
205537_s_at,6874
205538_at,10545
205539_at,1770
205540_s_at,13883
205541_s_at,9931
205542_at,9967
205543_at,7737
205544_s_at,7094
205545_x_at,7892
205546_s_at,21165
205547_s_at,18800
205548_s_at,21975
205549_at,13363
205550_s_at,8484
205551_at,3904
205552_s_at,8734
205553_s_at,14255
205554_s_at,9036
205555_s_at,13209
205556_at,11549
205557_at,3923
205558_at,20963
205559_s_at,6714
205560_at,1273
205561_at,8899
205562_at,12923
205563_at,8966
205564_at,5707
205565_s_at,19279
205566_at,3988
205567_at,1826
205568_at,4731
205569_at,17804
205570_at,16424
205571_at,9747
205572_at,5701
205573_s_at,10450
205574_x_at,8996
205575_at,4029
205576_at,3061
205577_at,955
205578_at,13190
205579_at,8123
205580_s_at,2773
205581_s_at,12146
205582_s_at,1180
205583_s_at,17934
205584_at,20309
205585_at,4529
205586_x_at,21908
205587_at,8685
205588_s_at,20658
205589_at,604
205590_at,435
205591_at,16632
205592_at,7708
205593_s_at,4619
205594_at,17192
205595_at,9464
205596_s_at,20402
205597_at,2867
205598_at,20989
205599_at,5042
205600_x_at,5517
205601_s_at,11580
205602_x_at,5321
205603_s_at,19852
205604_at,4024
205605_at,13494
205606_at,5231
205607_s_at,19304
205608_s_at,19199
205609_at,2815
205610_at,1366
205611_at,2135
205612_at,5191
205613_at,256
205614_x_at,4349
205615_at,4711
205616_at,17182
205617_at,22199
205618_at,9881
205619_s_at,8718
205620_at,868
205621_at,12852
205622_at,9429
205623_at,3063
205624_at,8338
205625_s_at,10887
205626_s_at,5878
205627_at,3934
205628_at,13699
205629_s_at,9150
205630_at,2263
205631_at,7409
205632_s_at,361
205633_s_at,11134
205634_x_at,20818
205635_at,859
205636_at,5274
205637_s_at,15780
205638_at,468
205639_at,994
205640_at,8843
205641_s_at,7824
205642_at,16760
205643_s_at,7473
205644_s_at,13764
205645_at,19037
205646_s_at,11827
205647_at,13771
205648_at,3421
205649_s_at,182
205650_s_at,9248
205651_x_at,14181
205652_s_at,11636
205653_at,8218
205654_at,13228
205655_at,15177
205656_at,7747
205657_at,569
205658_s_at,10650
205659_at,8288
205660_at,17629
205661_s_at,9759
205662_at,17494
205663_at,16439
205664_at,18016
205665_at,1249
205666_at,15666
205667_at,21748
205668_at,1116
205669_at,1018
205670_at,8195
205671_s_at,8043
205672_at,16449
205673_s_at,16322
205674_x_at,7137
205675_at,1400
205676_at,12178
205677_s_at,14736
205678_at,6737
205679_x_at,9144
205680_at,5585
205681_at,11391
205682_x_at,3606
205683_x_at,5982
205684_s_at,18596
205685_at,13259
205686_s_at,191
205687_at,19783
205688_at,11256
205689_at,7443
205690_s_at,13382
205691_at,19854
205692_s_at,11203
205693_at,1329
205694_at,5452
205695_at,14327
205696_s_at,19951
205697_at,3911
205698_s_at,15958
205699_at,4214
205700_at,17156
205701_at,10093
205702_at,16035
205703_at,8036
205704_s_at,16787
205705_at,11468
205706_s_at,17370
205707_at,16707
205708_s_at,8505
205709_s_at,20908
205710_at,18807
205711_x_at,12942
205712_at,13365
205713_s_at,7525
205714_s_at,10420
205715_at,164
205716_at,10115
205717_x_at,14279
205718_at,18110
205719_s_at,1696
205720_at,6658
205721_at,1672
205722_s_at,5184
205723_at,2954
205724_at,12001
205725_at,15406
205726_at,19923
205727_at,19088
205728_at,427
205729_at,6299
205730_s_at,21585
205731_s_at,5268
205732_s_at,11405
205733_at,16937
205734_s_at,2507
205735_s_at,5143
205736_at,7498
205737_at,15232
205738_s_at,5493
205739_x_at,22116
205740_s_at,1321
205741_s_at,4171
205742_at,6617
205743_at,11205
205744_at,17825
205745_x_at,17699
205746_s_at,8875
205747_at,1473
205748_s_at,12560
205749_at,8459
205750_at,18883
205751_at,8651
205752_s_at,8307
205753_at,12320
205754_at,1707
205755_at,852
205756_s_at,13530
205757_at,13565
205758_at,1814
205759_s_at,9288
205760_s_at,17946
205761_s_at,14885
205762_s_at,17121
205763_s_at,1926
205764_at,1673
205765_at,1447
205766_at,3366
205767_at,8240
205768_s_at,21541
205769_at,8504
205770_at,17439
205771_s_at,19633
205772_s_at,274
205773_at,15504
205774_at,22244
205775_at,13535
205776_at,11662
205777_at,16458
205778_at,6665
205779_at,6829
205780_at,18476
205781_at,12478
205782_at,894
205783_at,4402
205784_x_at,19443
205785_at,415
205786_s_at,7023
205787_x_at,11163
205788_s_at,18683
205789_at,4370
205790_at,11470
205791_x_at,19501
205792_at,8235
205793_x_at,19777
205794_s_at,3189
205795_at,4152
205796_at,18162
205797_s_at,94
205798_at,2030
205799_s_at,11753
205800_at,798
205801_s_at,2253
205802_at,21737
205803_s_at,403
205804_s_at,779
205805_s_at,14616
205806_at,2295
205807_s_at,11576
205808_at,12791
205809_s_at,21840
205810_s_at,4883
205811_at,20979
205812_s_at,4462
205813_s_at,3644
205814_at,251
205815_at,4089
205816_at,10114
205817_at,768
205818_at,11735
205819_at,3938
205820_s_at,3949
205821_at,3609
205822_s_at,542
205823_at,17647
205824_at,4597
205825_at,5726
205826_at,2649
205827_at,4676
205828_at,14069
205829_at,21048
205830_at,628
205831_at,4982
205832_at,6275
205833_s_at,278
205834_s_at,8628
205835_s_at,12486
205836_s_at,12739
205837_s_at,2576
205838_at,17236
205839_s_at,10160
205840_x_at,7183
205841_at,10845
205842_s_at,13357
205843_x_at,6892
205844_at,1579
205845_at,15217
205846_at,1588
205847_at,4450
205848_at,15564
205849_s_at,18150
205850_s_at,2144
205851_at,18825
205852_at,1169
205853_at,8237
205854_at,22068
205855_at,14881
205856_at,4961
205857_at,8293
205858_at,16384
205859_at,18551
205860_x_at,7138
205861_at,14786
205862_at,16922
205863_at,3000
205864_at,3654
205865_at,19481
205866_at,2716
205867_at,19371
205868_s_at,18805
205869_at,2619
205870_at,2095
205871_at,22268
205872_x_at,967
205873_at,4569
205874_at,1675
205875_s_at,11222
205876_at,2417
205877_s_at,8331
205878_at,8207
205879_x_at,16938
205880_at,451
205881_at,12825
205882_x_at,12221
205883_at,3214
205884_at,11016
205885_s_at,10632
205886_at,4578
205887_x_at,22099
205888_s_at,16028
205889_s_at,2237
205890_s_at,4564
205891_at,5056
205892_s_at,712
205893_at,15412
205894_at,4291
205895_s_at,12426
205896_at,10781
205897_at,3822
205898_at,3051
205899_at,2188
205900_at,652
205901_at,1803
205902_at,1889
205903_s_at,1127
205904_at,11275
205905_s_at,19437
205906_at,6679
205907_s_at,12242
205908_s_at,7121
205909_at,19131
205910_s_at,13202
205911_at,505
205912_at,8880
205913_at,1534
205914_s_at,2242
205915_x_at,3164
205916_at,14440
205917_at,7171
205918_at,10603
205919_at,7383
205920_at,14377
205921_s_at,9482
205922_at,6217
205923_at,12655
205924_at,10062
205925_s_at,11732
205926_at,13063
205927_s_at,7080
205928_at,15943
205929_at,1636
205930_at,14203
205931_s_at,11339
205932_s_at,21625
205933_at,467
205934_at,5695
205935_at,3576
205936_s_at,1477
205937_at,21415
205938_at,17026
205939_at,8163
205940_at,7239
205941_s_at,5306
205942_s_at,8888
205943_at,7849
205944_s_at,6284
205945_at,19079
205946_at,2504
205947_s_at,5786
205948_at,5666
205949_at,20204
205950_s_at,17632
205951_at,1165
205952_at,3672
205953_at,19607
205954_at,7939
205955_at,9035
205956_x_at,13859
205957_at,7004
205958_x_at,4610
205959_at,8722
205960_at,12068
205961_s_at,11434
205962_at,2915
205963_s_at,8844
205964_at,3658
205965_at,6999
205966_at,20121
205967_at,19297
205968_at,21045
205969_at,11472
205970_at,2205
205971_s_at,3123
205972_at,5560
205973_at,6471
205974_at,1339
205975_s_at,8498
205976_at,187
205977_s_at,17
205978_at,4495
205979_at,9576
205980_s_at,11886
205981_s_at,2525
205982_x_at,2232
205983_at,2786
205984_at,2124
205985_x_at,5524
205986_at,15658
205987_at,4505
205988_at,5804
205989_s_at,3933
205990_s_at,21535
205991_s_at,12410
205992_s_at,999
205993_s_at,12145
205994_at,14335
205995_x_at,16507
205996_s_at,130
205997_at,2083
205998_x_at,11569
205999_x_at,12956
206000_at,2048
206001_at,5710
206002_at,19161
206003_at,12423
206004_at,4628
206005_s_at,22141
206006_s_at,16734
206007_at,8727
206008_at,9420
206009_at,14846
206010_at,15640
206011_at,3367
206012_at,764
206013_s_at,5086
206014_at,1284
206015_s_at,20930
206016_at,10459
206017_at,12084
206018_at,7013
206019_at,21310
206020_at,18849
206021_at,1043
206022_at,3891
206023_at,3738
206024_at,1705
206025_s_at,7659
206026_s_at,7178
206027_at,11562
206028_s_at,12291
206029_at,1623
206030_at,12924
206031_s_at,8048
206032_at,16876
206033_s_at,16019
206034_at,12971
206035_at,16171
206036_s_at,18705
206037_at,8840
206038_s_at,14384
206039_at,3330
206040_s_at,1984
206042_x_at,7475
206043_s_at,13663
206044_s_at,21565
206045_s_at,1656
206046_at,12357
206047_at,14767
206048_at,18721
206049_at,6520
206050_s_at,19253
206051_at,5387
206052_s_at,20078
206053_at,11259
206054_at,7536
206055_s_at,18109
206056_x_at,15585
206057_x_at,3071
206058_at,12081
206059_at,17941
206060_s_at,16315
206061_s_at,16077
206062_at,4706
206063_x_at,17069
206064_s_at,14599
206065_s_at,17461
206066_s_at,11219
206067_s_at,11268
206068_s_at,3668
206069_s_at,2432
206070_s_at,12057
206071_s_at,12846
206072_at,57
206073_at,3297
206074_s_at,19208
206075_s_at,3383
206076_at,8810
206077_at,9313
206078_at,2070
206079_at,17088
206080_at,1718
206081_at,11269
206082_at,5542
206083_at,8779
206084_at,678
206085_s_at,20069
206086_x_at,694
206087_x_at,13069
206088_at,11947
206089_at,2554
206090_s_at,13548
206091_at,4764
206092_x_at,8694
206093_x_at,4015
206094_x_at,12958
206095_s_at,16664
206096_at,11548
206097_at,7
206098_at,18350
206099_at,338
206100_at,18516
206101_at,2610
206102_at,18822
206103_at,17739
206104_at,8785
206105_at,3029
206106_at,15274
206107_at,9043
206108_s_at,18011
206109_at,10775
206110_at,16432
206111_at,11927
206112_at,13691
206113_s_at,7060
206114_at,13338
206115_at,17320
206116_s_at,788
206117_at,6383
206118_at,2816
206119_at,4367
206120_at,9210
206121_at,19515
206122_at,3806
206123_at,12596
206124_s_at,220
206125_s_at,6112
206126_at,1721
206127_at,10670
206128_at,16597
206129_s_at,1531
206130_s_at,4149
206131_at,8283
206132_at,9936
206133_at,10170
206134_at,7818
206135_at,2133
206136_at,4687
206137_at,2711
206138_s_at,20737
206139_at,9068
206140_at,21251
206141_at,15170
206142_at,2982
206143_at,1387
206144_at,12418
206145_at,16337
206146_s_at,7460
206147_x_at,15020
206148_at,8584
206149_at,1129
206150_at,4260
206151_x_at,3995
206152_at,16596
206153_at,8678
206154_at,7321
206155_at,2256
206156_at,7748
206157_at,5357
206158_s_at,19137
206159_at,2948
206160_at,408
206161_s_at,962
206162_x_at,11646
206163_at,8304
206164_at,4078
206165_s_at,15863
206166_s_at,10513
206167_s_at,3280
206168_at,11228
206169_x_at,20586
206170_at,12151
206171_at,15049
206172_at,4637
206173_x_at,7022
206174_s_at,15926
206175_x_at,5874
206176_at,7884
206177_s_at,12782
206178_at,5205
206179_s_at,317
206180_x_at,12425
206181_at,2426
206182_at,13288
206183_s_at,5312
206184_at,6867
206185_at,1393
206186_at,12079
206187_at,14266
206188_at,20292
206189_at,6219
206190_at,3790
206191_at,10782
206192_at,1152
206193_s_at,3430
206194_at,1495
206195_x_at,7236
206196_s_at,915
206197_at,6142
206198_s_at,4479
206199_at,62
206200_s_at,15969
206201_s_at,11218
206202_at,10306
206203_at,4256
206204_at,16732
206205_at,19896
206206_at,1194
206207_at,1950
206208_at,2669
206209_s_at,7491
206210_s_at,6145
206211_at,5602
206212_at,12685
206213_at,2607
206214_at,4955
206215_at,13440
206216_at,4150
206217_at,2835
206218_at,1669
206219_s_at,21568
206220_s_at,14977
206221_at,1854
206222_at,3191
206223_at,7120
206224_at,8541
206225_at,746
206226_at,8428
206227_at,6046
206228_at,7269
206229_x_at,4879
206230_at,1017
206231_at,13388
206232_s_at,4405
206233_at,10512
206234_s_at,8416
206235_at,208
206236_at,7227
206237_s_at,4226
206238_s_at,13886
206239_s_at,7773
206240_s_at,19378
206241_at,20765
206242_at,4921
206243_at,12801
206244_at,7504
206245_s_at,5016
206246_at,2656
206247_at,16567
206248_at,15624
206249_at,11801
206250_x_at,6332
206251_s_at,19735
206252_s_at,7056
206253_at,6104
206254_at,1201
206255_at,6414
206256_at,8680
206257_at,21874
206258_at,2386
206259_at,8407
206260_at,8643
206261_at,12902
206262_at,3760
206263_at,14762
206264_at,6222
206265_s_at,3701
206266_at,3837
206267_s_at,10002
206268_at,5043
206269_at,4986
206270_at,3946
206271_at,3362
206272_at,19180
206273_at,17077
206274_s_at,19716
206275_s_at,5975
206276_at,9224
206277_at,18467
206278_at,6763
206279_at,2709
206280_at,9325
206281_at,298
206282_at,7237
206283_s_at,2382
206284_x_at,13469
206285_at,11803
206286_s_at,19413
206287_s_at,2203
206288_at,16159
206289_at,15403
206290_s_at,4537
206291_at,7449
206292_s_at,2421
206293_at,11876
206294_at,5406
206295_at,14291
206296_x_at,6803
206297_at,14296
206298_at,8032
206299_at,19805
206300_s_at,3354
206301_at,1177
206302_s_at,21712
206303_s_at,1852
206304_at,4458
206305_s_at,9706
206306_at,3337
206307_s_at,15686
206308_at,12982
206309_at,645
206310_at,190
206311_s_at,3445
206312_at,6425
206313_at,3686
206314_at,211
206315_at,21826
206316_s_at,12330
206317_s_at,5041
206318_at,9604
206319_s_at,1085
206320_s_at,568
206321_at,1487
206322_at,15963
206323_x_at,6096
206324_s_at,19622
206325_at,7104
206326_at,3922
206327_s_at,10037
206328_at,5422
206329_at,13558
206330_s_at,1431
206331_at,528
206332_s_at,6451
206333_at,15246
206334_at,7887
206335_at,21673
206336_at,7880
206337_at,15481
206338_at,14506
206339_at,12491
206340_at,2074
206341_at,3015
206342_x_at,17427
206343_s_at,1508
206344_at,17380
206345_s_at,1767
206346_at,17322
206347_at,22003
206348_s_at,21363
206349_at,2238
206350_at,5979
206351_s_at,10626
206352_s_at,14476
206353_at,6968
206354_at,10453
206355_at,9641
206356_s_at,2098
206357_at,11913
206358_at,8491
206359_at,4504
206360_s_at,15616
206361_at,9803
206362_x_at,2172
206363_at,7989
206364_at,6353
206365_at,877
206366_x_at,3724
206367_at,2712
206368_at,9204
206369_s_at,2755
206370_at,10830
206371_at,13032
206372_at,3471
206373_at,19942
206374_at,984
206375_s_at,6682
206376_at,4726
206377_at,3411
206378_at,20688
206379_at,10134
206380_s_at,12750
206381_at,5414
206382_s_at,15516
206383_s_at,15130
206384_at,14708
206385_s_at,20742
206386_at,12309
206387_at,4454
206388_at,7359
206389_s_at,3785
206390_x_at,2319
206391_at,687
206392_s_at,1697
206393_at,2325
206394_at,8031
206395_at,5053
206396_at,1688
206397_x_at,8070
206398_s_at,6043
206399_x_at,1564
206400_at,4315
206401_s_at,19452
206402_s_at,2735
206403_at,2613
206404_at,5571
206405_x_at,15195
206406_at,7136
206407_s_at,19601
206408_at,10888
206409_at,17374
206410_at,1812
206411_s_at,3489
206412_at,18559
206413_s_at,5275
206414_s_at,20472
206415_at,6072
206416_at,11921
206417_at,9831
206418_at,4707
206419_at,1807
206420_at,12392
206421_s_at,5907
206422_at,8160
206423_at,11509
206424_at,6482
206425_s_at,7193
206426_at,5925
206427_s_at,1051
206428_s_at,3452
206429_at,8987
206430_at,3096
206431_x_at,18576
206432_at,105
206433_s_at,21497
206434_at,8618
206435_at,20578
206436_at,4186
206437_at,2639
206438_x_at,21992
206439_at,12589
206440_at,16160
206441_s_at,10948
206442_at,8365
206443_at,11542
206444_at,7914
206445_s_at,15873
206446_s_at,4043
206447_at,3505
206448_at,21074
206449_s_at,3896
206450_at,312
206451_at,20205
206452_x_at,11589
206453_s_at,1945
206454_s_at,1041
206455_s_at,773
206456_at,4125
206457_s_at,514
206458_s_at,7265
206459_s_at,176
206460_at,15032
206461_x_at,16864
206462_s_at,1474
206463_s_at,6359
206464_at,11380
206465_at,1352
206466_at,618
206467_x_at,17895
206468_s_at,2724
206469_x_at,21572
206470_at,8543
206471_s_at,11469
206472_s_at,19162
206473_at,15383
206474_at,16165
206475_x_at,3735
206476_s_at,683
206477_s_at,1746
206478_at,9690
206479_at,12115
206480_at,18539
206481_s_at,3677
206482_at,21022
206483_at,22234
206484_s_at,11401
206485_at,607
206486_at,169
206487_at,3187
206488_s_at,345
206489_s_at,5296
206490_at,7620
206491_s_at,4351
206492_at,2834
206493_at,1482
206494_s_at,6914
206495_s_at,19380
206496_at,8147
206497_at,20639
206498_at,4938
206499_s_at,17578
206500_s_at,6660
206501_x_at,1124
206502_s_at,5627
206503_x_at,17929
206504_at,8289
206505_at,1603
206506_s_at,7242
206507_at,20382
206508_at,9374
206509_at,1365
206510_at,19956
206511_s_at,5545
206512_at,448
206513_at,15345
206514_s_at,12255
206515_at,6144
206516_at,10477
206517_at,1195
206518_s_at,707
206519_x_at,11152
206520_x_at,2582
206521_s_at,15296
206522_at,1320
206523_at,5259
206524_at,8540
206525_at,11426
206526_at,21278
206527_at,1472
206528_at,5518
206529_x_at,2212
206530_at,8581
206531_at,13359
206532_at,20913
206533_at,12241
206534_at,5146
206535_at,15413
206536_s_at,15239
206537_at,10028
206538_at,4821
206539_s_at,9777
206540_at,11088
206541_at,4592
206542_s_at,16503
206543_at,10741
206544_x_at,15079
206545_at,6585
206546_at,19676
206547_s_at,6302
206548_at,20988
206549_at,1272
206550_s_at,16570
206551_x_at,13677
206552_s_at,4127
206553_at,5658
206554_x_at,17678
206555_s_at,21584
206556_at,1080
206557_at,14049
206558_at,19554
206559_x_at,11065
206560_s_at,9780
206561_s_at,13346
206562_s_at,15287
206563_s_at,3209
206564_at,5508
206565_x_at,22262
206566_at,2804
206567_s_at,20681
206568_at,5350
206569_at,13191
206570_s_at,13474
206571_s_at,16455
206572_x_at,19760
206573_at,20795
206574_s_at,5272
206575_at,6700
206576_s_at,9421
206577_at,12273
206578_at,16808
206579_at,1275
206580_s_at,18840
206581_at,6176
206582_s_at,10313
206583_at,12812
206584_at,781
206585_at,2590
206586_at,10859
206587_at,2040
206588_at,12653
206589_at,16519
206590_x_at,12338
206591_at,533
206592_s_at,20354
206593_s_at,21208
206594_at,16657
206595_at,12469
206596_s_at,3575
206597_at,2883
206598_at,2375
206599_at,8482
206600_s_at,4232
206601_s_at,2904
206602_s_at,8041
206603_at,9083
206604_at,19099
206605_at,12049
206606_at,1469
206607_at,12573
206608_s_at,7556
206609_at,4873
206610_s_at,4584
206611_at,17354
206612_at,10405
206613_s_at,5940
206614_at,2513
206615_s_at,8107
206616_s_at,3595
206617_s_at,5809
206618_at,4016
206619_at,1735
206620_at,3671
206621_s_at,18711
206622_at,966
206623_at,12102
206624_at,5950
206625_at,11301
206626_x_at,18134
206627_s_at,13554
206628_at,461
206629_at,4213
206630_at,1198
206631_at,4358
206632_s_at,21123
206633_at,873
206634_at,2123
206635_at,20482
206636_at,19466
206637_at,5807
206638_at,1905
206639_x_at,5909
206640_x_at,8165
206641_at,14261
206642_at,11727
206643_at,13590
206644_at,1832
206645_s_at,4101
206646_at,4323
206647_at,6266
206648_at,11841
206649_s_at,8712
206650_at,10325
206651_s_at,9694
206652_at,21587
206653_at,20634
206654_s_at,19505
206655_s_at,11378
206656_s_at,9185
206657_s_at,7842
206658_at,15084
206659_at,22182
206660_at,558
206661_at,10300
206662_at,10853
206663_at,570
206664_at,1775
206665_s_at,8493
206666_at,739
206667_s_at,5738
206668_s_at,13467
206669_at,18078
206670_s_at,12455
206671_at,357
206672_at,7402
206673_at,7534
206674_at,356
206675_s_at,9871
206676_at,1884
206677_at,3140
206678_at,9756
206679_at,6710
206680_at,2403
206681_x_at,13531
206682_at,3954
206683_at,16625
206684_s_at,14346
206685_at,494
206686_at,13261
206687_s_at,5319
206688_s_at,21185
206689_x_at,7470
206690_at,301
206691_s_at,8990
206692_at,12318
206693_at,3708
206694_at,5487
206695_x_at,12787
206696_at,6540
206697_s_at,1105
206698_at,14723
206699_x_at,7199
206700_s_at,2927
206701_x_at,3290
206702_at,7870
206703_at,17295
206704_at,20968
206705_at,1049
206706_at,17531
206707_x_at,149
206708_at,22216
206709_x_at,13572
206710_s_at,11787
206711_at,2785
206712_at,18246
206713_at,1873
206714_at,20022
206715_at,3059
206716_at,1261
206717_at,7602
206718_at,9080
206719_at,7577
206720_at,554
206721_at,443
206722_s_at,15295
206723_s_at,14619
206724_at,10330
206725_x_at,599
206726_at,12225
206727_at,2955
206728_at,7496
206729_at,1186
206730_at,2813
206731_at,7806
206732_at,6512
206733_at,7352
206734_at,20506
206735_at,5623
206736_x_at,4215
206737_at,9662
206738_at,4640
206739_at,12795
206740_x_at,3635
206741_at,7343
206742_at,5841
206743_s_at,5844
206744_s_at,21682
206745_at,15502
206746_at,9114
206747_at,16306
206748_s_at,138
206749_at,5846
206750_at,12196
206751_s_at,5687
206752_s_at,11348
206753_at,9331
206754_s_at,9379
206755_at,1899
206756_at,12033
206757_at,7752
206758_at,2428
206759_at,7844
206760_s_at,1805
206761_at,1269
206762_at,3013
206763_at,7909
206764_x_at,15552
206765_at,5679
206766_at,11086
206767_at,9568
206768_at,14835
206769_at,8395
206770_s_at,19164
206771_at,4500
206772_at,9784
206773_at,3835
206774_at,5615
206775_at,2873
206776_x_at,5404
206777_s_at,17840
206778_at,3365
206779_s_at,9384
206780_at,11583
206781_at,586
206782_s_at,7730
206783_at,276
206784_at,5739
206785_s_at,8577
206786_at,1749
206787_at,8995
206788_s_at,15389
206789_s_at,21359
206790_s_at,11725
206791_s_at,585
206792_x_at,20485
206793_at,3301
206794_at,1149
206795_at,9526
206796_at,4634
206797_at,2313
206798_x_at,8172
206799_at,4583
206800_at,6978
206801_at,324
206802_at,10482
206803_at,2616
206804_at,13851
206805_at,15882
206806_at,11145
206807_s_at,524
206808_at,9768
206809_s_at,939
206810_at,35
206811_at,1375
206812_at,7098
206813_at,9889
206814_at,10426
206815_at,377
206816_s_at,8789
206817_x_at,5502
206818_s_at,18354
206819_at,9959
206820_at,225
206821_x_at,4990
206822_s_at,13384
206823_at,7047
206824_at,2018
206825_at,19087
206826_at,1081
206827_s_at,21318
206828_at,6084
206829_x_at,12576
206830_at,440
206831_s_at,1441
206832_s_at,11597
206833_s_at,17144
206834_at,6855
206835_at,2148
206836_at,13451
206837_at,2987
206838_at,20410
206839_at,10796
206840_at,4729
206841_at,1159
206842_at,3533
206843_at,2121
206844_at,3619
206845_s_at,21520
206846_s_at,20678
206847_s_at,629
206848_at,22070
206849_at,1350
206850_at,6429
206851_at,1952
206852_at,11788
206853_s_at,12980
206854_s_at,20895
206855_s_at,13348
206856_at,1631
206857_s_at,20903
206858_s_at,21913
206859_s_at,6878
206860_s_at,7664
206861_s_at,11343
206862_at,1532
206863_x_at,3596
206864_s_at,11568
206865_at,2661
206866_at,142
206867_at,3085
206868_at,11349
206869_at,6032
206870_at,14121
206871_at,2664
206872_at,12304
206873_at,2233
206874_s_at,9219
206875_s_at,16851
206876_at,4452
206877_at,7344
206878_at,13758
206879_s_at,18885
206880_at,12487
206881_s_at,1214
206882_at,1777
206883_x_at,8173
206884_s_at,5826
206885_x_at,2756
206886_x_at,7036
206887_at,1050
206888_s_at,12907
206889_at,12078
206890_at,14524
206891_at,2675
206892_at,968
206893_at,3811
206894_at,3986
206895_at,5794
206896_s_at,14209
206897_at,9061
206898_at,13721
206899_at,965
206900_x_at,11874
206901_at,11514
206902_s_at,6527
206903_at,7354
206904_at,3601
206905_s_at,9000
206906_at,13939
206907_at,21327
206908_s_at,12716
206909_at,8464
206910_x_at,3524
206911_at,21855
206912_at,2526
206913_at,10961
206914_at,1608
206915_at,6085
206916_x_at,19123
206917_at,2230
206918_s_at,14450
206919_at,22081
206920_s_at,8795
206921_at,4964
206922_at,13392
206923_at,825
206924_at,6355
206925_at,1757
206926_s_at,7505
206927_s_at,323
206928_at,20648
206929_s_at,16058
206930_at,11826
206931_at,13999
206932_at,8234
206933_s_at,9304
206934_at,11409
206935_at,1544
206936_x_at,20714
206937_at,8014
206938_at,5466
206939_at,9292
206940_s_at,395
206941_x_at,3343
206942_s_at,4803
206943_at,1821
206944_at,4881
206945_at,13561
206946_at,12358
206947_at,1566
206948_at,242
206949_s_at,19174
206950_at,3699
206951_at,15105
206952_at,1110
206953_s_at,18397
206954_at,10256
206955_at,2473
206956_at,17303
206957_at,10638
206958_s_at,350
206959_s_at,20262
206960_at,12197
206961_s_at,7373
206962_x_at,22202
206963_s_at,7065
206964_at,5621
206965_at,7011
206966_s_at,34
206967_at,15754
206968_s_at,12774
206969_at,5332
206970_at,2402
206971_at,9925
206972_s_at,5941
206973_at,9704
206974_at,9272
206975_at,4759
206976_s_at,16461
206977_at,1797
206978_at,21888
206979_at,4959
206980_s_at,1353
206981_at,11375
206982_at,7225
206983_at,2009
206984_s_at,9363
206985_at,7102
206986_at,3092
206987_x_at,9033
206988_at,13543
206989_s_at,17518
206990_at,7974
206991_s_at,9111
206992_s_at,5007
206993_at,19036
206994_at,4072
206995_x_at,7152
206996_x_at,5514
206997_s_at,58
206998_x_at,8405
206999_at,5108
207000_s_at,16354
207001_x_at,17074
207002_s_at,9852
207003_at,9394
207004_at,9118
207005_s_at,9591
207006_s_at,9382
207007_at,4989
207008_at,1295
207009_at,124
207010_at,7426
207011_s_at,13158
207012_at,21978
207013_s_at,20259
207014_at,14040
207015_s_at,784
207016_s_at,11682
207017_at,4463
207018_s_at,20338
207019_s_at,3951
207020_at,87
207021_at,11287
207022_s_at,972
207023_x_at,21923
207024_at,5546
207025_at,3957
207026_s_at,4615
207027_at,3105
207028_at,5842
207029_at,1815
207030_s_at,13816
207031_at,19007
207032_s_at,5232
207033_at,12187
207034_s_at,5704
207035_at,3952
207036_x_at,4267
207037_at,7217
207038_at,10090
207039_at,7172
207040_s_at,6712
207041_at,730
207042_at,15289
207043_s_at,14482
207044_at,4979
207045_at,17018
207046_at,1694
207047_s_at,704
207048_at,5175
207049_at,17645
207050_at,2001
207051_at,15430
207052_at,522
207053_at,4416
207054_at,3898
207055_at,10017
207056_s_at,2085
207057_at,18347
207058_s_at,9895
207059_at,1944
207060_at,5568
207061_at,15951
207062_at,416
207063_at,1111
207064_s_at,71
207065_at,11944
207066_at,10301
207067_s_at,223
207068_at,2499
207069_s_at,6158
207070_at,3016
207071_s_at,15753
207072_at,4348
207073_at,2585
207074_s_at,3679
207075_at,9135
207076_s_at,12898
207077_at,9761
207078_at,19465
207079_s_at,1653
207080_s_at,8915
207081_s_at,21904
207082_at,2384
207083_s_at,7906
207084_at,806
207085_x_at,940
207086_x_at,2292
207087_x_at,7832
207088_s_at,19553
207089_at,4874
207090_x_at,13796
207091_at,2015
207092_at,1773
207093_s_at,3813
207094_at,8348
207095_at,10418
207096_at,13007
207097_s_at,4894
207098_s_at,21771
207099_s_at,7422
207100_s_at,5599
207101_at,13937
207102_at,11077
207103_at,3507
207104_x_at,6457
207105_s_at,11182
207106_s_at,2665
207107_at,3320
207108_s_at,17276
207109_at,8537
207110_at,8982
207111_at,3917
207112_s_at,12279
207113_s_at,2459
207114_at,2177
207115_x_at,10058
207116_s_at,1831
207117_at,18641
207118_s_at,2054
207119_at,6942
207120_at,3110
207121_s_at,12076
207122_x_at,6531
207123_s_at,2657
207124_s_at,8210
207125_at,13596
207126_x_at,14523
207127_s_at,20789
207128_s_at,7017
207129_at,11111
207130_at,18787
