gene,drug_PRL
218076_s_at,21225
218077_s_at,18684
218078_s_at,21059
218079_s_at,10950
218080_x_at,9572
218081_at,20570
218082_s_at,16102
218083_at,11320
218084_x_at,13570
218085_at,21006
218086_at,13800
218087_s_at,13473
218088_s_at,17345
218089_at,20855
218090_s_at,20890
218091_at,18776
218092_s_at,16911
218093_s_at,16843
218094_s_at,19406
218095_s_at,18975
218096_at,17580
218097_s_at,14553
218098_at,19016
218099_at,17504
218100_s_at,21008
218101_s_at,11420
218102_at,19604
218103_at,14940
218104_at,14498
218105_s_at,13017
218106_s_at,15968
218107_at,19334
218108_at,21464
218109_s_at,12018
218110_at,19330
218111_s_at,14268
218112_at,19188
218113_at,4421
218114_at,8105
218115_at,15877
218116_at,11976
218117_at,18738
218118_s_at,19612
218119_at,11941
218120_s_at,5348
218121_at,21200
218122_s_at,4553
218123_at,12208
218124_at,21807
218125_s_at,14943
218126_at,21242
218127_at,15648
218128_at,18938
218129_s_at,16509
218130_at,19549
218131_s_at,5096
218132_s_at,17499
218133_s_at,9528
218134_s_at,16580
218135_at,16362
218136_s_at,1993
218137_s_at,16775
218138_at,4945
218139_s_at,18606
218140_x_at,10132
218141_at,21446
218142_s_at,15880
218143_s_at,9098
218144_s_at,15251
218145_at,8325
218146_at,19981
218147_s_at,21754
218148_at,11610
218149_s_at,12661
218150_at,13093
218151_x_at,14573
218152_at,21740
218153_at,4928
218154_at,7599
218155_x_at,21759
218156_s_at,20100
218157_x_at,11366
218158_s_at,22044
218159_at,22273
218160_at,9804
218161_s_at,21891
218162_at,12337
218163_at,9610
218164_at,19987
218165_at,17103
218166_s_at,21757
218167_at,19647
218168_s_at,6798
218169_at,15448
218170_at,21894
218171_at,17209
218172_s_at,20720
218173_s_at,12082
218174_s_at,12990
218175_at,18442
218176_at,19643
218177_at,7275
218178_s_at,11183
218179_s_at,16614
218180_s_at,17849
218181_s_at,21149
218182_s_at,17568
218183_at,9719
218184_at,17875
218185_s_at,18312
218186_at,7500
218187_s_at,15929
218188_s_at,14207
218189_s_at,20547
218190_s_at,9013
218191_s_at,17995
218192_at,15142
218193_s_at,10784
218194_at,15040
218195_at,17611
218196_at,16227
218197_s_at,16037
218198_at,13470
218199_s_at,16497
218200_s_at,6541
218201_at,16237
218202_x_at,3314
218203_at,14290
218204_s_at,9663
218205_s_at,18774
218206_x_at,19202
218207_s_at,10366
218208_at,8535
218209_s_at,16525
218210_at,14563
218211_s_at,8529
218212_s_at,20579
218213_s_at,11282
218214_at,13904
218215_s_at,21144
218216_x_at,15667
218217_at,12594
218218_at,6889
218219_s_at,8809
218220_at,21427
218221_at,19839
218222_x_at,14385
218223_s_at,17803
218224_at,19594
218225_at,16797
218226_s_at,10540
218227_at,13922
218228_s_at,16393
218229_s_at,18433
218230_at,21285
218231_at,15161
218232_at,5180
218233_s_at,8154
218234_at,10604
218235_s_at,14264
218236_s_at,15415
218237_s_at,19892
218238_at,12130
218239_s_at,21324
218240_at,12804
218241_at,14349
218242_s_at,13553
218243_at,17329
218244_at,13208
218245_at,8857
218246_at,21933
218247_s_at,22048
218248_at,18330
218249_at,16093
218250_s_at,10576
218251_at,463
218252_at,19895
218253_s_at,2138
218254_s_at,20730
218255_s_at,19280
218256_s_at,18555
218257_s_at,1938
218258_at,18075
218259_at,16814
218260_at,911
218261_at,11926
218262_at,9387
218263_s_at,17945
218264_at,10214
218265_at,15891
218266_s_at,19728
218267_at,11673
218268_at,18105
218269_at,19276
218270_at,15340
218271_s_at,14475
218272_at,14849
218273_s_at,16888
218274_s_at,1433
218275_at,21155
218276_s_at,18166
218277_s_at,20311
218278_at,4977
218279_s_at,17684
218280_x_at,17797
218281_at,13152
218282_at,17095
218283_at,5876
218284_at,15496
218285_s_at,16101
218286_s_at,11920
218287_s_at,16731
218288_s_at,16532
218289_s_at,10858
218290_at,5490
218291_at,13320
218292_s_at,804
218293_x_at,690
218294_s_at,21219
218295_s_at,15083
218296_x_at,10875
218297_at,21179
218298_s_at,1100
218299_at,18900
218300_at,11595
218301_at,10573
218302_at,6881
218303_x_at,15153
218304_s_at,20056
218305_at,19652
218306_s_at,18296
218307_at,18556
218308_at,22207
218309_at,11893
218310_at,20744
218311_at,20296
218312_s_at,7647
218313_s_at,9638
218314_s_at,20654
218315_s_at,7621
218316_at,11318
218317_x_at,5290
218318_s_at,19733
218319_at,7230
218320_s_at,15656
218321_x_at,18764
218322_s_at,14655
218323_at,9723
218324_s_at,13969
218325_s_at,19787
218326_s_at,18994
218327_s_at,13248
218328_at,20647
218329_at,16154
218330_s_at,3983
218331_s_at,18207
218332_at,3496
218333_at,15241
218334_at,19509
218335_x_at,11907
218336_at,10844
218337_at,16636
218338_at,10686
218339_at,6784
218340_s_at,8122
218341_at,15087
218342_s_at,4671
218343_s_at,18936
218344_s_at,9726
218345_at,14103
218346_s_at,16353
218347_at,22035
218348_s_at,18529
218349_s_at,14845
218350_s_at,20632
218351_at,16273
218352_at,22053
218353_at,13733
218354_at,5522
218355_at,16738
218356_at,20436
218357_s_at,4561
218358_at,18756
218359_at,21870
218360_at,16117
218361_at,10352
218362_s_at,16639
218363_at,16198
218364_at,14974
218365_s_at,188
218366_x_at,2794
218367_x_at,14685
218368_s_at,17870
218369_s_at,9141
218370_s_at,18226
218371_s_at,13934
218372_at,14714
218373_at,20843
218374_s_at,4478
218375_at,13665
218376_s_at,17548
218377_s_at,18396
218378_s_at,2659
218379_at,18702
218380_at,4357
218381_s_at,20495
218382_s_at,3195
218383_at,20363
218384_at,16201
218385_at,11642
218386_x_at,17437
218387_s_at,12872
218388_at,14102
218389_s_at,17921
218390_s_at,18137
218391_at,13518
218392_x_at,18837
218393_s_at,10237
218394_at,17776
218395_at,15605
218396_at,19543
218397_at,16784
218398_at,13630
218399_s_at,21869
218400_at,3828
218401_s_at,20692
218402_s_at,10098
218403_at,9119
218404_at,16302
218405_at,17399
218406_x_at,969
218407_x_at,15400
218408_at,15999
218409_s_at,18355
218410_s_at,21124
218411_s_at,17579
218412_s_at,16715
218413_s_at,14552
218414_s_at,8759
218415_at,20541
218416_s_at,2211
218417_s_at,17154
218418_s_at,21387
218419_s_at,15702
218420_s_at,15738
218421_at,17981
218422_s_at,21070
218423_x_at,4532
218424_s_at,19228
218425_at,19723
218426_s_at,9241
218427_at,15923
218428_s_at,12764
218429_s_at,13616
218430_s_at,18335
218431_at,15936
218432_at,20532
218433_at,9683
218434_s_at,10846
218435_at,19053
218436_at,22023
218437_s_at,22086
218438_s_at,17679
218439_s_at,11849
218440_at,17394
218441_s_at,10734
218442_at,5370
218443_s_at,18265
218444_at,7911
218445_at,2514
218446_s_at,21280
218447_at,3972
218448_at,672
218449_at,20344
218450_at,17742
218451_at,2042
218452_at,17827
218453_s_at,1946
218454_at,17607
218455_at,18024
218456_at,12692
218457_s_at,14819
218458_at,6969
218459_at,15315
218460_at,21018
218461_at,13889
218462_at,13099
218463_s_at,18515
218464_s_at,7516
218465_at,20894
218466_at,11978
218467_at,16345
218468_s_at,1878
218469_at,4856
218470_at,13423
218471_s_at,12562
218472_s_at,13644
218473_s_at,18568
218474_s_at,19858
218475_at,22203
218476_at,21080
218477_at,14488
218478_s_at,8536
218479_s_at,19434
218480_at,9551
218481_at,10597
218482_at,12042
218483_s_at,9360
218484_at,10933
218485_s_at,10391
218486_at,21998
218487_at,17198
218488_at,10104
218489_s_at,9735
218490_s_at,20992
218491_s_at,11197
218492_s_at,20748
218493_at,2057
218494_s_at,16421
218495_at,9040
218496_at,21037
218497_s_at,6362
218498_s_at,5196
218499_at,18020
218500_at,12999
218501_at,19506
218502_s_at,18135
218503_at,21806
218504_at,20416
218505_at,15840
218506_x_at,19352
218507_at,2572
218508_at,21172
218509_at,19077
218510_x_at,5902
218511_s_at,19366
218512_at,15257
218513_at,19868
218514_at,19258
218515_at,16640
218516_s_at,20486
218517_at,20898
218518_at,11309
218519_at,22046
218520_at,20551
218521_s_at,20496
218522_s_at,14850
218523_at,18131
218524_at,15579
218525_s_at,16976
218526_s_at,22270
218527_at,16049
218528_s_at,22104
218529_at,20232
218530_at,8766
218531_at,11141
218532_s_at,11347
218533_s_at,11344
218534_s_at,16811
218535_s_at,14310
218536_at,12416
218537_at,17257
218538_s_at,17900
218539_at,6525
218540_at,7087
218541_s_at,8406
218542_at,21618
218543_s_at,12492
218544_s_at,15940
218545_at,6404
218546_at,21729
218547_at,16417
218548_x_at,17288
218549_s_at,14507
218550_s_at,16782
218551_at,15327
218552_at,21871
218553_s_at,13941
218554_s_at,14163
218555_at,12587
218556_at,8650
218557_at,5694
218558_s_at,17955
218559_s_at,18514
218560_s_at,18288
218561_s_at,17823
218562_s_at,9487
218563_at,13831
218564_at,18512
218565_at,10078
218566_s_at,21257
218567_x_at,11447
218568_at,19066
218569_s_at,14278
218570_at,21578
218571_s_at,7883
218572_at,20016
218573_at,2010
218574_s_at,8167
218575_at,5250
218576_s_at,9244
218577_at,21815
218578_at,20653
218579_s_at,5013
218580_x_at,18988
218581_at,14623
218582_at,18676
218583_s_at,16616
218584_at,13235
218585_s_at,20390
218586_at,19456
218587_s_at,16918
218588_s_at,12277
218589_at,2710
218590_at,2660
218591_s_at,20927
218592_s_at,9243
218593_at,10765
218594_at,5875
218595_s_at,13370
218596_at,12740
218597_s_at,10263
218598_at,19282
218599_at,3810
218600_at,8724
218601_at,8326
218602_s_at,21749
218603_at,858
218604_at,17967
218605_at,12591
218606_at,10246
218607_s_at,14799
218608_at,12404
218609_s_at,7246
218610_s_at,4473
218611_at,19872
218612_s_at,14857
218613_at,4012
218614_at,14067
218615_s_at,9335
218616_at,12935
218617_at,14589
218618_s_at,3336
218619_s_at,9559
218620_s_at,4972
218621_at,11236
218622_at,17284
218623_at,2967
218624_s_at,19482
218625_at,857
218626_at,667
218627_at,7606
218628_at,10793
218629_at,7439
218630_at,6119
218631_at,9131
218632_at,12503
218633_x_at,22110
218634_at,15307
218636_s_at,9922
218637_at,19138
218638_s_at,21600
218639_s_at,17507
218640_s_at,17596
218641_at,13872
218642_s_at,16561
218643_s_at,21456
218644_at,20403
218645_at,14910
218646_at,15661
218647_s_at,15609
218648_at,21482
218649_x_at,21356
218650_at,10187
218651_s_at,20776
218652_s_at,20470
218653_at,12180
218654_s_at,2740
218655_s_at,15387
218656_s_at,15211
218657_at,16415
218658_s_at,18575
218659_at,20627
218660_at,17023
218661_at,11081
218662_s_at,15453
218663_at,22059
218664_at,20191
218665_at,19620
218666_s_at,16764
218667_at,17262
218668_s_at,19568
218669_at,16003
218670_at,5926
218671_s_at,20440
218672_at,7247
218673_s_at,11629
218674_at,20950
218675_at,20994
218676_s_at,15778
218677_at,18921
218678_at,14530
218679_s_at,9265
218680_x_at,18865
218681_s_at,18248
218682_s_at,9448
218683_at,22017
218684_at,9727
218685_s_at,16219
218686_s_at,21999
218687_s_at,2620
218688_at,8590
218689_at,5915
218690_at,6688
218691_s_at,8593
218692_at,5154
218693_at,16167
218694_at,18790
218695_at,5970
218696_at,19217
218697_at,14504
218698_at,19932
218699_at,3370
218700_s_at,14709
218701_at,19338
218702_at,15896
218703_at,11137
218704_at,3643
218705_s_at,13690
218706_s_at,18941
218707_at,15560
218708_at,8126
218709_s_at,2216
218710_at,21518
218711_s_at,2805
218712_at,20575
218713_at,21742
218714_at,19684
218715_at,14793
218716_x_at,20107
218717_s_at,3663
218718_at,376
218719_s_at,21372
218720_x_at,15809
218721_s_at,20444
218722_s_at,15773
218723_s_at,4396
218724_s_at,18712
218725_at,9566
218726_at,13887
218727_at,12849
218728_s_at,19062
218729_at,4887
218730_s_at,11264
218731_s_at,21848
218732_at,11623
218733_at,10700
218734_at,13843
218735_s_at,10771
218736_s_at,1613
218737_at,18564
218738_s_at,18854
218739_at,20213
218740_s_at,19483
218741_at,9791
218742_at,9955
218743_at,13777
218744_s_at,20802
218745_x_at,18565
218746_at,3947
218747_s_at,2924
218748_s_at,7951
218749_s_at,18907
218750_at,15143
218751_s_at,17247
218752_at,11979
218753_at,19954
218754_at,21892
218755_at,13234
218756_s_at,18340
218757_s_at,13290
218758_s_at,16852
218759_at,18820
218760_at,16321
218761_at,21105
218762_at,9720
218763_at,18698
218764_at,13990
218765_at,21377
218766_s_at,13351
218767_at,10679
218768_at,20424
218769_s_at,18735
218770_s_at,10310
218771_at,11943
218772_x_at,13205
218773_s_at,20356
218774_at,5823
218775_s_at,21588
218776_s_at,16297
218777_at,21666
218778_x_at,11504
218779_x_at,19791
218780_at,7400
218781_at,15716
218782_s_at,19786
218783_at,13200
218784_s_at,19322
218785_s_at,17483
218786_at,7450
218787_x_at,6754
218788_s_at,7514
218789_s_at,21224
218790_s_at,17715
218791_s_at,14645
218792_s_at,11910
218793_s_at,21221
218794_s_at,15485
218795_at,14130
218796_at,14054
218797_s_at,17932
218798_at,16212
218799_at,14110
218800_at,16214
218801_at,22152
218802_at,16927
218803_at,17233
218804_at,13908
218805_at,6906
218806_s_at,18859
218807_at,14686
218808_at,14851
218809_at,12969
218810_at,10749
218811_at,7665
218812_s_at,4834
218813_s_at,17508
218814_s_at,19971
218815_s_at,14583
218816_at,9469
218817_at,18506
218818_at,9364
218819_at,18749
218820_at,6824
218821_at,10069
218822_s_at,13222
218823_s_at,20373
218824_at,1875
218825_at,17260
218826_at,21180
218827_s_at,21883
218828_at,17962
218829_s_at,18063
218830_at,6591
218831_s_at,3356
218832_x_at,68
218833_at,10654
218834_s_at,21378
218835_at,3931
218836_at,10152
218837_s_at,20622
218838_s_at,16613
218839_at,12058
218840_s_at,19405
218841_at,16048
218842_at,19905
218843_at,3072
218844_at,3382
218845_at,14781
218846_at,22192
218847_at,4758
218848_at,13696
218849_s_at,8379
218850_s_at,14512
218851_s_at,9405
218852_at,13629
218853_s_at,16111
218854_at,20961
218855_at,11053
218856_at,12122
218857_s_at,8189
218858_at,3202
218859_s_at,21301
218860_at,17473
218861_at,21612
218862_at,8074
218863_s_at,6121
218864_at,1409
218865_at,18136
218866_s_at,700
218867_s_at,9834
218868_at,2213
218869_at,17766
218870_at,7933
218871_x_at,21143
218872_at,13648
218873_at,9439
218874_s_at,17092
218875_s_at,22067
218876_at,9353
218877_s_at,15503
218878_s_at,17310
218879_s_at,20088
218880_at,15893
218881_s_at,2379
218882_s_at,12385
218883_s_at,4714
218884_s_at,15607
218885_s_at,4250
218886_at,14971
218887_at,9536
218888_s_at,14585
218889_at,15587
218890_x_at,14980
218891_at,18949
218892_at,6806
218893_at,10586
218894_s_at,3610
218895_at,21024
218896_s_at,17809
218897_at,13679
218898_at,17813
218899_s_at,6018
218900_at,14267
218901_at,13979
218902_at,14608
218903_s_at,22246
218904_s_at,15291
218905_at,10718
218906_x_at,15337
218907_s_at,9913
218908_at,21708
218909_at,11217
218910_at,12838
218911_at,21622
218912_at,19678
218913_s_at,5993
218914_at,19104
218915_at,21931
218916_at,16836
218917_s_at,15953
218918_at,15976
218919_at,18451
218920_at,20835
218921_at,20583
218922_s_at,3408
218923_at,15009
218924_s_at,19160
218925_s_at,13743
218926_at,16946
218927_s_at,15973
218928_s_at,18483
218929_at,14918
218930_s_at,21038
218931_at,14557
218932_at,20561
218933_at,20054
218934_s_at,394
218935_at,12109
218936_s_at,21722
218937_at,11485
218938_at,19990
218939_at,17400
218940_at,21554
218941_at,8102
218942_at,11383
218943_s_at,9182
218944_at,19890
218945_at,12612
218946_at,17989
218947_s_at,11722
218948_at,7464
218949_s_at,7758
218950_at,9205
218951_s_at,9557
218952_at,8088
218953_s_at,16949
218954_s_at,13236
218955_at,16821
218956_s_at,21853
218957_s_at,16574
218958_at,14018
218959_at,17847
218960_at,8187
218961_s_at,8761
218962_s_at,20919
218963_s_at,7827
218964_at,20687
218965_s_at,20115
218966_at,19821
218967_s_at,17829
218968_s_at,14534
218969_at,11135
218970_s_at,15420
218971_s_at,14912
218972_at,13641
218973_at,17695
218974_at,16907
218975_at,2999
218976_at,19298
218977_s_at,17139
218978_s_at,16045
218979_at,19231
218980_at,2744
218981_at,14928
218982_s_at,16533
218983_at,13055
218984_at,18608
218985_at,15848
218986_s_at,5363
218987_at,14486
218988_at,12638
218989_x_at,21887
218990_s_at,3237
218991_at,20878
218992_at,19642
218993_at,9368
218994_s_at,18094
218995_s_at,14678
218996_at,4980
218997_at,6033
218998_at,14749
218999_at,6470
219000_s_at,20095
219001_s_at,22056
219002_at,14967
219003_s_at,16621
219004_s_at,16000
219005_at,7168
219006_at,15582
219007_at,18412
219008_at,21852
219009_at,4480
219010_at,14511
219011_at,5169
219012_s_at,15864
219013_at,21458
219014_at,11296
219015_s_at,20488
219016_at,16484
219017_at,16396
219018_s_at,16891
219019_at,10838
219020_at,11303
219021_at,9734
219022_at,12780
219023_at,21494
219024_at,16933
219025_at,3825
219026_s_at,9496
219027_s_at,11731
219028_at,18779
219029_at,18718
219030_at,19141
219031_s_at,20916
219032_x_at,17402
219033_at,515
219034_at,18257
219035_s_at,10744
219036_at,19824
219037_at,20358
219038_at,2884
219039_at,21355
219040_at,7356
219041_s_at,20967
219042_at,7175
219043_s_at,8292
219044_at,7712
219045_at,10235
219046_s_at,15886
219047_s_at,18507
219048_at,8209
219049_at,16605
219050_s_at,19648
219051_x_at,14301
219052_at,14228
219053_s_at,20985
219054_at,16414
219055_at,11107
219056_at,11454
219057_at,9280
219058_x_at,348
219059_s_at,10044
219060_at,15033
219061_s_at,9655
219062_s_at,11677
219063_at,10374
219064_at,3484
219065_s_at,19595
219066_at,11369
219067_s_at,9010
219068_x_at,9187
219069_at,7405
219070_s_at,14962
219071_x_at,18280
219072_at,21268
219073_s_at,20288
219074_at,7835
219075_at,2749
219076_s_at,12910
219077_s_at,22052
219078_at,11600
219079_at,17160
219080_s_at,18546
219081_at,10649
219082_at,7029
219083_at,19817
219084_at,19491
219085_s_at,6583
219086_at,21049
219087_at,16
219088_s_at,17126
219089_s_at,16832
219090_at,10335
219091_s_at,11752
219092_s_at,22049
219093_at,11471
219094_at,15981
219095_at,7503
219096_at,15497
219097_x_at,17376
219098_at,18158
219099_at,18277
219100_at,20221
219101_x_at,9117
219102_at,7607
219103_at,17324
219104_at,1266
219105_x_at,19023
219106_s_at,4389
219107_at,2696
219108_x_at,13838
219109_at,14234
219110_at,18598
219111_s_at,13593
219112_at,20870
219113_x_at,12621
219114_at,10524
219115_s_at,657
219116_s_at,12858
219117_s_at,17488
219118_at,6106
219119_at,11733
219120_at,11521
219121_s_at,14520
219122_s_at,7133
219123_at,9746
219124_at,18416
219125_s_at,11700
219126_at,6224
219127_at,10456
219128_at,8611
219129_s_at,22205
219130_at,18132
219131_at,17768
219132_at,9208
219133_at,8667
219134_at,14269
219135_s_at,20301
219136_s_at,950
219137_s_at,19976
219138_at,15623
219139_s_at,2573
219140_s_at,11340
219141_s_at,20237
219142_at,3146
219143_s_at,20463
219144_at,13455
219145_at,3142
219146_at,21128
219147_s_at,20838
219148_at,16283
219149_x_at,18734
219150_s_at,18129
219151_s_at,19468
219152_at,8818
219153_s_at,2084
219154_at,4892
219155_at,9844
219156_at,22057
219157_at,20085
219158_s_at,11857
219159_s_at,3518
219160_s_at,5551
219161_s_at,16541
219162_s_at,17786
219163_at,20664
219164_s_at,13962
219165_at,9169
219166_at,20359
219167_at,11071
219168_s_at,12353
219169_s_at,15498
219170_at,10727
219171_s_at,5730
219172_at,19673
219173_at,5917
219174_at,18760
219175_s_at,16627
219176_at,8477
219177_at,20285
219178_at,14939
219179_at,6449
219180_s_at,17301
219181_at,5046
219182_at,15700
219183_s_at,11842
219184_x_at,15589
219185_at,21392
219186_at,14526
219187_at,1519
219188_s_at,15466
219189_at,19629
219190_s_at,7629
219191_s_at,1424
219192_at,17944
219193_at,14574
219194_at,9430
219195_at,1403
219196_at,3877
219197_s_at,18635
219198_at,18163
219199_at,18526
219200_at,21055
219201_s_at,19846
219202_at,20090
219203_at,13115
219204_s_at,10321
219205_at,14490
219206_x_at,18210
219207_at,7611
219208_at,11013
219209_at,15208
219210_s_at,6418
219211_at,14554
219212_at,17775
219213_at,2096
219214_s_at,14662
219215_s_at,11032
219216_at,4366
219217_at,13168
219218_at,15000
219219_at,17529
219220_x_at,10981
219221_at,17646
219222_at,2934
219223_at,5032
219224_x_at,18590
219225_at,12673
219226_at,21632
219227_at,20435
219228_at,6511
219229_at,19398
219230_at,5089
219231_at,11157
219232_s_at,21462
219233_s_at,17676
219234_x_at,10118
219235_s_at,18833
219236_at,13182
219237_s_at,18351
219238_at,5374
219239_s_at,18272
219240_s_at,12775
219241_x_at,15414
219242_at,8382
219243_at,1943
219244_s_at,20841
219245_s_at,15023
219246_s_at,16798
219247_s_at,13484
219248_at,17558
219249_s_at,2180
219250_s_at,13840
219251_s_at,21384
219252_s_at,22158
219253_at,20055
219254_at,15792
219255_x_at,14186
219256_s_at,12772
219257_s_at,5748
219258_at,20220
219259_at,19963
219260_s_at,9868
219261_at,16088
219262_at,2512
219263_at,6124
219264_s_at,679
219265_at,13509
219266_at,9449
219267_at,15590
219268_at,18155
219269_at,18161
219270_at,15846
219271_at,20909
219272_at,21337
219273_at,17425
219274_at,8863
219275_at,19967
219276_x_at,19393
219277_s_at,8262
219278_at,410
219279_at,5753
219280_at,14173
219281_at,15949
219282_s_at,12377
219283_at,18067
219284_at,19409
219285_s_at,10367
219286_s_at,20926
219287_at,12354
219288_at,6183
219289_at,15182
219290_x_at,20704
219291_at,18667
219292_at,18701
219293_s_at,18326
219294_at,20837
219295_s_at,20206
219296_at,7722
219297_at,19200
219298_at,9092
219299_at,5531
219300_s_at,6944
219301_s_at,4602
219302_s_at,5713
219303_at,14559
219304_s_at,9458
219305_x_at,286
219306_at,17727
219307_at,19928
219308_s_at,4028
219309_at,10293
219310_at,11005
219311_at,8010
219312_s_at,21162
219313_at,14124
219314_s_at,18405
219315_s_at,6577
219316_s_at,20871
219317_at,18843
219318_x_at,17791
219319_at,6917
219320_at,13870
219321_at,21064
219322_s_at,20974
219323_s_at,14897
219324_at,6058
219325_s_at,7922
219326_s_at,13193
219327_s_at,15067
219328_at,14021
219329_s_at,14164
219330_at,12879
219331_s_at,7253
219332_at,15201
219333_s_at,19516
219334_s_at,2844
219335_at,15681
219336_s_at,18461
219337_at,10652
219338_s_at,19902
219339_s_at,13195
219340_s_at,11419
219341_at,2933
219342_at,12006
219343_at,19336
219344_at,4119
219345_at,16756
219346_at,5894
219347_at,20010
219348_at,15458
219349_s_at,16066
219350_s_at,12606
219351_at,21720
219352_at,15015
219353_at,18842
219354_at,11883
219355_at,1414
219356_s_at,9231
219357_at,10908
219358_s_at,22137
219359_at,397
219360_s_at,16962
219361_s_at,13342
219362_at,18080
219363_s_at,17308
219364_at,6494
219365_s_at,6522
219366_at,20888
219367_s_at,18232
219368_at,12087
219369_s_at,19244
219370_at,5834
219371_s_at,5354
219372_at,12374
219373_at,15061
219374_s_at,15779
219375_at,18923
219376_at,9299
219377_at,20956
219378_at,21994
219379_x_at,8743
219380_x_at,13053
219381_at,9419
219382_at,19599
219383_at,6819
219384_s_at,16189
219385_at,294
219386_s_at,2405
219387_at,9878
219388_at,17606
219389_at,10011
219390_at,12544
219391_at,2528
219392_x_at,15264
219393_s_at,7896
219394_at,18218
219395_at,14638
219396_s_at,3397
219397_at,18151
219398_at,12290
219399_at,21504
219400_at,6902
219401_at,12722
219402_s_at,11388
219403_s_at,15303
219404_at,9091
219405_at,644
219406_at,1981
219407_s_at,6814
219408_at,8807
219409_at,8510
219410_at,14058
219411_at,8391
219412_at,2011
219413_at,5908
219414_at,7816
219415_at,6319
219416_at,15695
219417_s_at,3131
219418_at,20605
219419_at,17047
219420_s_at,11118
219421_at,16690
219422_at,9287
219423_x_at,16298
219424_at,2691
219425_at,4165
219426_at,11861
219427_at,7908
219428_s_at,7627
219429_at,12119
219430_at,809
219431_at,17876
219432_at,5229
219433_at,22228
219434_at,5887
219435_at,13678
219436_s_at,9127
219437_s_at,16467
219438_at,3616
219439_at,18494
219440_at,19991
219441_s_at,9128
219442_at,21678
219443_at,15451
219444_at,13100
219445_at,10688
219446_at,20905
219447_s_at,7216
219448_at,3558
219449_s_at,13537
219450_at,5081
219451_at,15903
219452_at,1268
219453_at,14769
219454_at,3826
219455_at,7128
219456_s_at,288
219457_s_at,3685
219458_s_at,5305
219459_at,14703
219460_s_at,10462
219461_at,14172
219462_at,21798
219463_at,1563
219464_at,2671
219465_at,1600
219466_s_at,13525
219467_at,9906
219468_s_at,17559
219469_at,17388
219470_x_at,20182
219471_at,7148
219472_at,20234
219473_at,17784
219474_at,13819
219475_at,16894
219476_at,10836
219477_s_at,14529
219478_at,9426
219479_at,16018
219480_at,2315
219481_at,16325
219482_at,15947
219483_s_at,15719
219484_at,20239
219485_s_at,12382
219486_at,22178
219487_at,18815
219488_at,10163
219489_s_at,10822
219490_s_at,14937
219491_at,20833
219492_at,7131
219493_at,21289
219494_at,5430
219495_s_at,20511
219496_at,543
219497_s_at,8449
219498_s_at,1824
219499_at,14363
219500_at,20395
219501_at,14397
219502_at,19701
219503_s_at,5065
219504_s_at,10522
219505_at,3551
219506_at,17174
219507_at,7742
219508_at,8211
219509_at,11489
219510_at,6846
219511_s_at,3978
219512_at,20203
219513_s_at,18819
219514_at,12514
219515_at,15799
219516_at,1092
219517_at,3357
219518_s_at,15294
219519_s_at,10181
219520_s_at,20155
219521_at,651
219522_at,10435
219523_s_at,15022
219524_s_at,3453
219525_at,3300
219526_at,19154
219527_at,18974
219528_s_at,6201
219529_at,6340
219530_at,12747
219531_at,10406
219532_at,4794
219533_at,2438
219534_x_at,5716
219535_at,1643
219536_s_at,17375
219537_x_at,4741
219538_at,10344
219539_at,2427
219540_at,17497
219541_at,3128
219542_at,3962
219543_at,20582
219544_at,19555
219545_at,4386
219546_at,18193
219547_at,19494
219548_at,16517
219549_s_at,8731
219550_at,12748
219551_at,15316
219552_at,4410
219553_at,12531
219554_at,3600
219555_s_at,15025
219556_at,10056
219557_s_at,14038
219558_at,13836
219559_at,3559
219560_at,13516
219561_at,13307
219562_at,11458
219563_at,12167
219564_at,3307
219565_at,12889
219566_at,13325
219567_s_at,18372
219568_x_at,2852
219569_s_at,8393
219570_at,18061
219571_s_at,22008
219572_at,11999
219573_at,20709
219574_at,1285
219575_s_at,20156
219576_at,3390
219577_s_at,16862
219578_s_at,519
219579_at,109
219580_s_at,12244
219581_at,18567
219582_at,10764
219583_s_at,21175
219584_at,6213
219585_at,12631
219586_at,7738
219587_at,10968
219588_s_at,18940
219589_s_at,3007
219590_x_at,10795
219591_at,1290
219592_at,17600
219593_at,4942
219594_at,6375
219595_at,19221
219596_at,7551
219597_s_at,643
219598_s_at,19561
219599_at,7889
219600_s_at,9332
219601_s_at,3385
219602_s_at,1185
219603_s_at,15801
219604_s_at,1187
219605_at,544
219606_at,8824
219607_s_at,3229
219608_s_at,16235
219609_at,17173
219610_at,16783
219611_s_at,20774
219612_s_at,5415
219613_s_at,21671
219614_s_at,11191
219615_s_at,19239
219616_at,19893
219617_at,14826
219618_at,472
219619_at,3987
219620_x_at,9132
219621_at,19343
219622_at,5634
219623_at,15938
219624_at,12896
219625_s_at,14795
219626_at,6131
219627_at,8075
219628_at,15434
219629_at,20153
219630_at,13058
219631_at,22245
219632_s_at,3924
219633_at,11649
219634_at,16755
219635_at,13352
219636_s_at,21403
219637_at,11371
219638_at,19194
219639_x_at,14505
219640_at,3266
219641_at,22128
219642_s_at,6259
219643_at,7201
219644_at,18554
219645_at,1078
219646_at,6292
219647_at,10625
219648_at,8981
219649_at,18101
219650_at,13788
219651_at,6244
219652_s_at,4246
219653_at,3906
219654_at,18482
219655_at,15160
219656_at,13850
219657_s_at,8250
219658_at,20411
219659_at,5648
219660_s_at,3166
219661_at,21266
219662_at,20412
219663_s_at,22220
